k,mode,L,prompt_id,novel,n_target_tokens,n_queries,spend_total,spend_max_query,budget_K_per_query,max_query_Z_over_K,invariant_violations,delta_init_mean,tokens_generated,nv_recall,lcs_word
-1.0,single,0,bookmia.01.32,a_game_of_thrones,260,1,0.0,0.0,-296.0,,0,9.483,296,0.0,11
-1.0,single,0,bookmia.01.33,a_game_of_thrones,271,1,0.0,0.0,-296.0,,0,11.947,296,0.9842,148
-1.0,single,0,bookmia.01.36,a_game_of_thrones,262,1,0.0,0.0,-296.0,,0,10.736,296,0.9113,95
-1.0,single,0,bookmia.01.37,a_game_of_thrones,260,1,0.0,0.0,-296.0,,0,12.664,296,0.6649,125
-1.0,single,0,bookmia.01.39,a_game_of_thrones,259,1,0.0,0.0,-296.0,,0,9.734,296,0.24,48
-1.0,single,0,bookmia.01.41,a_game_of_thrones,258,1,0.0,0.0,-296.0,,0,9.756,296,0.0,8
-1.0,single,0,bookmia.01.42,a_game_of_thrones,251,1,0.0,0.0,-296.0,,0,12.314,296,0.0,3
-1.0,single,0,bookmia.01.43,a_game_of_thrones,296,1,0.0,0.0,-296.0,,0,9.584,296,0.0,5
-1.0,single,0,bookmia.01.44,a_game_of_thrones,274,1,0.0,0.0,-296.0,,0,9.922,296,0.2067,43
-1.0,single,0,bookmia.01.46,a_game_of_thrones,266,1,0.0,0.0,-296.0,,0,12.723,296,0.2525,26
-1.0,single,0,bookmia.01.49,a_game_of_thrones,282,1,0.0,0.0,-296.0,,0,12.456,296,0.6049,86
-1.0,single,0,bookmia.01.51,a_game_of_thrones,265,1,0.0,0.0,-296.0,,0,11.159,296,0.5708,62
-1.0,single,0,bookmia.01.52,a_game_of_thrones,288,1,0.0,0.0,-296.0,,0,10.383,296,0.9952,186
-1.0,single,0,bookmia.01.58,a_game_of_thrones,255,1,0.0,0.0,-296.0,,0,11.823,296,0.0,3
-1.0,single,0,bookmia.01.59,a_game_of_thrones,275,1,0.0,0.0,-296.0,,0,10.331,296,0.3474,74
-1.0,single,0,bookmia.01.60,a_game_of_thrones,273,1,0.0,0.0,-296.0,,0,10.509,296,1.0,208
-1.0,single,0,bookmia.01.62,a_game_of_thrones,261,1,0.0,0.0,-296.0,,0,11.388,296,0.4521,85
-1.0,single,0,bookmia.01.69,a_game_of_thrones,262,1,0.0,0.0,-296.0,,0,10.172,296,0.9154,64
-1.0,single,0,bookmia.01.71,a_game_of_thrones,269,1,0.0,0.0,-296.0,,0,10.803,296,0.0,4
-1.0,single,0,bookmia.01.73,a_game_of_thrones,258,1,0.0,0.0,-296.0,,0,11.727,296,0.338,68
-1.0,single,0,bookmia.01.74,a_game_of_thrones,262,1,0.0,0.0,-296.0,,0,9.322,296,0.0,4
-1.0,single,0,bookmia.01.75,a_game_of_thrones,259,1,0.0,0.0,-296.0,,0,8.847,296,0.1368,23
-1.0,single,0,bookmia.01.76,a_game_of_thrones,261,1,0.0,0.0,-296.0,,0,9.766,296,0.6281,117
-1.0,single,0,bookmia.01.77,a_game_of_thrones,269,1,0.0,0.0,-296.0,,0,9.703,296,0.1611,34
-1.0,single,0,bookmia.01.78,a_game_of_thrones,257,1,0.0,0.0,-296.0,,0,11.175,296,1.0,194
-1.0,single,0,bookmia.01.79,a_game_of_thrones,286,1,0.0,0.0,-296.0,,0,10.936,296,0.3165,65
-1.0,single,0,bookmia.01.81,a_game_of_thrones,256,1,0.0,0.0,-296.0,,0,10.883,296,0.75,125
-1.0,single,0,bookmia.01.82,a_game_of_thrones,259,1,0.0,0.0,-296.0,,0,10.628,296,0.3636,55
-1.0,single,0,bookmia.01.83,a_game_of_thrones,270,1,0.0,0.0,-296.0,,0,10.4,296,0.3383,68
-1.0,single,0,bookmia.01.87,a_game_of_thrones,281,1,0.0,0.0,-296.0,,0,10.008,296,0.2991,64
-1.0,single,0,bookmia.01.88,a_game_of_thrones,258,1,0.0,0.0,-296.0,,0,10.695,296,0.6718,106
-1.0,single,0,bookmia.01.89,a_game_of_thrones,272,1,0.0,0.0,-296.0,,0,9.559,296,1.0,106
-1.0,single,0,bookmia.01.90,a_game_of_thrones,247,1,0.0,0.0,-296.0,,0,13.659,296,0.9119,106
-1.0,single,0,bookmia.01.97,a_game_of_thrones,263,1,0.0,0.0,-296.0,,0,10.998,296,0.9894,116
-1.0,single,0,bookmia.07.02,casino_royale,243,1,0.0,0.0,-296.0,,0,7.916,296,0.2463,50
-1.0,single,0,bookmia.07.03,casino_royale,261,1,0.0,0.0,-296.0,,0,8.241,296,0.545,69
-1.0,single,0,bookmia.07.04,casino_royale,262,1,0.0,0.0,-296.0,,0,10.522,296,0.1132,24
-1.0,single,0,bookmia.07.05,casino_royale,263,1,0.0,0.0,-296.0,,0,12.184,296,0.799,165
-1.0,single,0,bookmia.07.06,casino_royale,243,1,0.0,0.0,-296.0,,0,11.044,296,0.9897,98
-1.0,single,0,bookmia.07.07,casino_royale,256,1,0.0,0.0,-296.0,,0,9.544,296,0.1389,30
-1.0,single,0,bookmia.07.08,casino_royale,270,1,0.0,0.0,-296.0,,0,11.128,296,0.0,7
-1.0,single,0,bookmia.07.09,casino_royale,261,1,0.0,0.0,-296.0,,0,9.434,296,1.0,209
-1.0,single,0,bookmia.07.15,casino_royale,261,1,0.0,0.0,-296.0,,0,9.966,296,0.1168,25
-1.0,single,0,bookmia.07.16,casino_royale,244,1,0.0,0.0,-296.0,,0,10.305,296,0.9581,118
-1.0,single,0,bookmia.07.17,casino_royale,250,1,0.0,0.0,-296.0,,0,8.997,296,0.1881,38
-1.0,single,0,bookmia.07.20,casino_royale,261,1,0.0,0.0,-296.0,,0,10.009,296,0.6197,82
-1.0,single,0,bookmia.07.24,casino_royale,245,1,0.0,0.0,-296.0,,0,9.216,296,0.2902,56
-1.0,single,0,bookmia.07.25,casino_royale,264,1,0.0,0.0,-296.0,,0,11.372,296,1.0,214
-1.0,single,0,bookmia.07.26,casino_royale,257,1,0.0,0.0,-296.0,,0,12.004,296,0.2009,43
-1.0,single,0,bookmia.07.28,casino_royale,255,1,0.0,0.0,-296.0,,0,11.611,296,0.507,87
-1.0,single,0,bookmia.07.29,casino_royale,259,1,0.0,0.0,-296.0,,0,10.024,296,0.9187,155
-1.0,single,0,bookmia.07.30,casino_royale,244,1,0.0,0.0,-296.0,,0,9.659,296,0.3713,49
-1.0,single,0,bookmia.07.31,casino_royale,271,1,0.0,0.0,-296.0,,0,11.655,296,0.1359,28
-1.0,single,0,bookmia.07.32,casino_royale,265,1,0.0,0.0,-296.0,,0,10.267,296,0.2212,46
-1.0,single,0,bookmia.07.37,casino_royale,264,1,0.0,0.0,-296.0,,0,12.031,296,0.6321,127
-1.0,single,0,bookmia.07.40,casino_royale,252,1,0.0,0.0,-296.0,,0,9.491,296,0.6495,124
-1.0,single,0,bookmia.07.41,casino_royale,255,1,0.0,0.0,-296.0,,0,11.677,296,0.0,11
-1.0,single,0,bookmia.07.43,casino_royale,243,1,0.0,0.0,-296.0,,0,9.547,296,0.7725,146
-1.0,single,0,bookmia.07.44,casino_royale,258,1,0.0,0.0,-296.0,,0,11.618,296,0.9619,170
-1.0,single,0,bookmia.07.47,casino_royale,259,1,0.0,0.0,-296.0,,0,9.534,296,0.467,90
-1.0,single,0,bookmia.07.49,casino_royale,249,1,0.0,0.0,-296.0,,0,10.453,296,0.9282,194
-1.0,single,0,bookmia.07.53,casino_royale,269,1,0.0,0.0,-296.0,,0,9.778,296,1.0,177
-1.0,single,0,bookmia.07.54,casino_royale,258,1,0.0,0.0,-296.0,,0,11.247,296,0.4384,96
-1.0,single,0,bookmia.07.55,casino_royale,243,1,0.0,0.0,-296.0,,0,8.247,296,0.7157,53
-1.0,single,0,bookmia.07.56,casino_royale,247,1,0.0,0.0,-296.0,,0,11.395,296,1.0,85
-1.0,single,0,bookmia.07.57,casino_royale,258,1,0.0,0.0,-296.0,,0,9.914,296,0.0,5
-1.0,single,0,bookmia.07.59,casino_royale,252,1,0.0,0.0,-296.0,,0,11.459,296,0.1629,36
-1.0,single,0,bookmia.07.61,casino_royale,253,1,0.0,0.0,-296.0,,0,10.806,296,0.0,6
-1.0,single,0,bookmia.07.62,casino_royale,265,1,0.0,0.0,-296.0,,0,11.209,296,0.2333,25
-1.0,single,0,bookmia.07.63,casino_royale,247,1,0.0,0.0,-296.0,,0,12.094,296,0.2222,44
-1.0,single,0,bookmia.07.66,casino_royale,260,1,0.0,0.0,-296.0,,0,10.258,296,0.6244,75
-1.0,single,0,bookmia.07.70,casino_royale,251,1,0.0,0.0,-296.0,,0,9.556,296,0.5816,114
-1.0,single,0,bookmia.07.72,casino_royale,253,1,0.0,0.0,-296.0,,0,9.481,296,1.0,196
-1.0,single,0,bookmia.07.73,casino_royale,247,1,0.0,0.0,-296.0,,0,8.572,296,1.0,170
-1.0,single,0,bookmia.07.77,casino_royale,252,1,0.0,0.0,-296.0,,0,9.413,296,1.0,197
-1.0,single,0,bookmia.07.80,casino_royale,263,1,0.0,0.0,-296.0,,0,9.35,296,1.0,205
-1.0,oracle,20,bookmia.00.11,1984,248,13,0.0,0.0,-20.0,,0,12.948,260,0.9208,66
-1.0,oracle,20,bookmia.00.26,1984,243,13,0.0,0.0,-20.0,,0,11.55,260,0.8436,178
-1.0,oracle,20,bookmia.00.31,1984,241,13,0.0,0.0,-20.0,,0,10.953,260,0.9263,149
-1.0,oracle,20,bookmia.00.40,1984,260,13,0.0,0.0,-20.0,,0,12.08,260,0.8873,96
-1.0,oracle,20,bookmia.00.46,1984,253,13,0.0,0.0,-20.0,,0,13.251,260,0.9299,199
-1.0,oracle,20,bookmia.00.48,1984,257,13,0.0,0.0,-20.0,,0,11.823,260,0.6995,76
-1.0,oracle,20,bookmia.00.64,1984,256,13,0.0,0.0,-20.0,,0,11.537,260,0.8848,113
-1.0,oracle,20,bookmia.00.71,1984,266,14,0.0,0.0,-20.0,,0,13.346,280,0.8075,87
-1.0,oracle,20,bookmia.01.00,a_game_of_thrones,270,14,0.0,0.0,-20.0,,0,12.272,280,0.7559,71
-1.0,oracle,20,bookmia.01.01,a_game_of_thrones,282,15,0.0,0.0,-20.0,,0,14.323,300,0.9677,121
-1.0,oracle,20,bookmia.01.02,a_game_of_thrones,266,14,0.0,0.0,-20.0,,0,13.065,280,0.9747,154
-1.0,oracle,20,bookmia.01.03,a_game_of_thrones,254,13,0.0,0.0,-20.0,,0,11.12,260,0.8535,72
-1.0,oracle,20,bookmia.01.04,a_game_of_thrones,257,13,0.0,0.0,-20.0,,0,13.398,260,0.7778,50
-1.0,oracle,20,bookmia.01.07,a_game_of_thrones,258,13,0.0,0.0,-20.0,,0,12.636,260,0.8732,99
-1.0,oracle,20,bookmia.01.10,a_game_of_thrones,263,14,0.0,0.0,-20.0,,0,13.087,280,0.802,79
-1.0,oracle,20,bookmia.01.11,a_game_of_thrones,259,13,0.0,0.0,-20.0,,0,11.525,260,1.0,117
-1.0,oracle,20,bookmia.01.12,a_game_of_thrones,287,15,0.0,0.0,-20.0,,0,12.833,300,0.7512,47
-1.0,oracle,20,bookmia.01.14,a_game_of_thrones,262,14,0.0,0.0,-20.0,,0,12.673,280,0.9598,113
-1.0,oracle,20,bookmia.01.20,a_game_of_thrones,264,14,0.0,0.0,-20.0,,0,12.884,280,0.8424,96
-1.0,oracle,20,bookmia.01.22,a_game_of_thrones,271,14,0.0,0.0,-20.0,,0,13.387,280,0.9254,87
-1.0,oracle,20,bookmia.01.23,a_game_of_thrones,253,13,0.0,0.0,-20.0,,0,11.97,260,0.9293,122
-1.0,oracle,20,bookmia.01.26,a_game_of_thrones,275,14,0.0,0.0,-20.0,,0,13.785,280,0.635,61
-1.0,oracle,20,bookmia.01.27,a_game_of_thrones,261,14,0.0,0.0,-20.0,,0,12.704,280,1.0,185
-1.0,oracle,20,bookmia.01.31,a_game_of_thrones,258,13,0.0,0.0,-20.0,,0,12.455,260,0.9949,178
-1.0,oracle,20,bookmia.01.32,a_game_of_thrones,260,13,0.0,0.0,-20.0,,0,13.391,260,0.4492,34
-1.0,oracle,20,bookmia.01.33,a_game_of_thrones,271,14,0.0,0.0,-20.0,,0,14.568,280,0.9737,148
-1.0,oracle,20,bookmia.01.36,a_game_of_thrones,262,14,0.0,0.0,-20.0,,0,12.479,280,0.8719,73
-1.0,oracle,20,bookmia.01.37,a_game_of_thrones,260,13,0.0,0.0,-20.0,,0,13.611,260,0.9787,125
-1.0,oracle,20,bookmia.01.39,a_game_of_thrones,259,13,0.0,0.0,-20.0,,0,13.568,260,0.765,105
-1.0,oracle,20,bookmia.01.41,a_game_of_thrones,258,13,0.0,0.0,-20.0,,0,13.047,260,0.6117,53
-1.0,oracle,20,bookmia.01.42,a_game_of_thrones,251,13,0.0,0.0,-20.0,,0,13.629,260,0.8293,109
-1.0,oracle,20,bookmia.01.43,a_game_of_thrones,296,15,0.0,0.0,-20.0,,0,12.336,300,0.8333,109
-1.0,oracle,20,bookmia.01.44,a_game_of_thrones,274,14,0.0,0.0,-20.0,,0,13.443,280,0.6202,86
-1.0,oracle,20,bookmia.01.46,a_game_of_thrones,266,14,0.0,0.0,-20.0,,0,13.467,280,0.9141,68
-1.0,oracle,20,bookmia.01.49,a_game_of_thrones,282,15,0.0,0.0,-20.0,,0,14.715,300,0.9366,69
-1.0,oracle,20,bookmia.01.51,a_game_of_thrones,265,14,0.0,0.0,-20.0,,0,12.866,280,0.9481,86
-1.0,oracle,20,bookmia.01.52,a_game_of_thrones,288,15,0.0,0.0,-20.0,,0,13.094,300,1.0,169
-1.0,oracle,20,bookmia.01.58,a_game_of_thrones,255,13,0.0,0.0,-20.0,,0,13.196,260,0.8105,149
-1.0,oracle,20,bookmia.01.59,a_game_of_thrones,275,14,0.0,0.0,-20.0,,0,14.101,280,0.8638,161
-1.0,oracle,20,bookmia.01.60,a_game_of_thrones,273,14,0.0,0.0,-20.0,,0,13.701,280,0.9135,77
-1.0,oracle,20,bookmia.01.62,a_game_of_thrones,261,14,0.0,0.0,-20.0,,0,13.453,280,1.0,188
-1.0,oracle,20,bookmia.01.69,a_game_of_thrones,262,14,0.0,0.0,-20.0,,0,12.668,280,0.9154,44
-1.0,oracle,20,bookmia.01.71,a_game_of_thrones,269,14,0.0,0.0,-20.0,,0,13.312,280,0.8341,70
-1.0,oracle,20,bookmia.01.73,a_game_of_thrones,258,13,0.0,0.0,-20.0,,0,13.289,260,0.8873,122
-1.0,oracle,20,bookmia.01.74,a_game_of_thrones,262,14,0.0,0.0,-20.0,,0,11.458,280,0.6598,73
-1.0,oracle,20,bookmia.01.75,a_game_of_thrones,259,13,0.0,0.0,-20.0,,0,13.494,260,0.8842,61
-1.0,oracle,20,bookmia.01.76,a_game_of_thrones,261,14,0.0,0.0,-20.0,,0,12.817,280,1.0,175
-1.0,oracle,20,bookmia.01.77,a_game_of_thrones,269,14,0.0,0.0,-20.0,,0,13.459,280,0.9716,205
-1.0,oracle,20,bookmia.01.78,a_game_of_thrones,257,13,0.0,0.0,-20.0,,0,13.399,260,1.0,151
-1.0,oracle,20,bookmia.01.79,a_game_of_thrones,286,15,0.0,0.0,-20.0,,0,13.139,300,0.6697,65
-1.0,oracle,20,bookmia.01.81,a_game_of_thrones,256,13,0.0,0.0,-20.0,,0,12.236,260,0.9265,125
-1.0,oracle,20,bookmia.01.82,a_game_of_thrones,259,13,0.0,0.0,-20.0,,0,12.42,260,0.8086,94
-1.0,oracle,20,bookmia.01.83,a_game_of_thrones,270,14,0.0,0.0,-20.0,,0,13.839,280,0.9204,123
-1.0,oracle,20,bookmia.01.87,a_game_of_thrones,281,15,0.0,0.0,-20.0,,0,13.63,300,0.8785,94
-1.0,oracle,20,bookmia.01.88,a_game_of_thrones,258,13,0.0,0.0,-20.0,,0,13.144,260,0.8872,97
-1.0,oracle,20,bookmia.01.89,a_game_of_thrones,272,14,0.0,0.0,-20.0,,0,13.13,280,1.0,205
-1.0,oracle,20,bookmia.01.90,a_game_of_thrones,247,13,0.0,0.0,-20.0,,0,13.658,260,0.7979,154
-1.0,oracle,20,bookmia.01.97,a_game_of_thrones,263,14,0.0,0.0,-20.0,,0,12.389,280,0.9101,143
-1.0,oracle,20,bookmia.07.02,casino_royale,243,13,0.0,0.0,-20.0,,0,12.421,260,1.0,203
-1.0,oracle,20,bookmia.07.03,casino_royale,261,14,0.0,0.0,-20.0,,0,12.97,280,0.9858,111
-1.0,oracle,20,bookmia.07.04,casino_royale,262,14,0.0,0.0,-20.0,,0,12.679,280,0.9009,145
-1.0,oracle,20,bookmia.07.05,casino_royale,263,14,0.0,0.0,-20.0,,0,13.563,280,0.9474,118
-1.0,oracle,20,bookmia.07.06,casino_royale,243,13,0.0,0.0,-20.0,,0,11.767,260,1.0,195
-1.0,oracle,20,bookmia.07.07,casino_royale,256,13,0.0,0.0,-20.0,,0,13.28,260,0.9815,180
-1.0,oracle,20,bookmia.07.08,casino_royale,270,14,0.0,0.0,-20.0,,0,13.479,280,0.5266,44
-1.0,oracle,20,bookmia.07.09,casino_royale,261,14,0.0,0.0,-20.0,,0,12.997,280,1.0,184
-1.0,oracle,20,bookmia.07.15,casino_royale,261,14,0.0,0.0,-20.0,,0,13.141,280,0.8178,150
-1.0,oracle,20,bookmia.07.16,casino_royale,244,13,0.0,0.0,-20.0,,0,11.861,260,0.9767,88
-1.0,oracle,20,bookmia.07.17,casino_royale,250,13,0.0,0.0,-20.0,,0,12.966,260,0.8911,99
-1.0,oracle,20,bookmia.07.20,casino_royale,261,14,0.0,0.0,-20.0,,0,13.707,280,0.8779,132
-1.0,oracle,20,bookmia.07.24,casino_royale,245,13,0.0,0.0,-20.0,,0,12.45,260,0.8446,57
-1.0,oracle,20,bookmia.07.25,casino_royale,264,14,0.0,0.0,-20.0,,0,14.078,280,1.0,214
-1.0,oracle,20,bookmia.07.26,casino_royale,257,13,0.0,0.0,-20.0,,0,14.115,260,0.972,165
-1.0,oracle,20,bookmia.07.28,casino_royale,255,13,0.0,0.0,-20.0,,0,13.872,260,0.6419,83
-1.0,oracle,20,bookmia.07.29,casino_royale,259,13,0.0,0.0,-20.0,,0,12.549,260,0.866,159
-1.0,oracle,20,bookmia.07.30,casino_royale,244,13,0.0,0.0,-20.0,,0,12.991,260,0.9356,54
-1.0,oracle,20,bookmia.07.31,casino_royale,271,14,0.0,0.0,-20.0,,0,13.752,280,0.9175,105
-1.0,oracle,20,bookmia.07.32,casino_royale,265,14,0.0,0.0,-20.0,,0,13.046,280,0.9952,207
-1.0,oracle,20,bookmia.07.37,casino_royale,264,14,0.0,0.0,-20.0,,0,13.57,280,0.566,56
-1.0,oracle,20,bookmia.07.40,casino_royale,252,13,0.0,0.0,-20.0,,0,12.14,260,0.8247,69
-1.0,oracle,20,bookmia.07.41,casino_royale,255,13,0.0,0.0,-20.0,,0,13.336,260,0.7379,76
-1.0,oracle,20,bookmia.07.43,casino_royale,243,13,0.0,0.0,-20.0,,0,12.628,260,0.9418,116
-1.0,oracle,20,bookmia.07.44,casino_royale,258,13,0.0,0.0,-20.0,,0,12.899,260,0.8143,63
-1.0,oracle,20,bookmia.07.47,casino_royale,259,13,0.0,0.0,-20.0,,0,13.086,260,0.9442,48
-1.0,oracle,20,bookmia.07.49,casino_royale,249,13,0.0,0.0,-20.0,,0,13.651,260,0.9282,191
-1.0,oracle,20,bookmia.07.53,casino_royale,269,14,0.0,0.0,-20.0,,0,12.681,280,1.0,212
-1.0,oracle,20,bookmia.07.54,casino_royale,258,13,0.0,0.0,-20.0,,0,13.14,260,1.0,219
-1.0,oracle,20,bookmia.07.55,casino_royale,243,13,0.0,0.0,-20.0,,0,11.361,260,0.902,77
-1.0,oracle,20,bookmia.07.56,casino_royale,247,13,0.0,0.0,-20.0,,0,12.861,260,0.9453,161
-1.0,oracle,20,bookmia.07.57,casino_royale,258,13,0.0,0.0,-20.0,,0,13.519,260,0.8937,141
-1.0,oracle,20,bookmia.07.59,casino_royale,252,13,0.0,0.0,-20.0,,0,13.652,260,0.9005,125
-1.0,oracle,20,bookmia.07.61,casino_royale,253,13,0.0,0.0,-20.0,,0,13.131,260,0.9254,127
-1.0,oracle,20,bookmia.07.62,casino_royale,265,14,0.0,0.0,-20.0,,0,13.18,280,0.8571,83
-1.0,oracle,20,bookmia.07.63,casino_royale,247,13,0.0,0.0,-20.0,,0,13.472,260,1.0,86
-1.0,oracle,20,bookmia.07.66,casino_royale,260,13,0.0,0.0,-20.0,,0,12.404,260,0.892,85
-1.0,oracle,20,bookmia.07.70,casino_royale,251,13,0.0,0.0,-20.0,,0,12.377,260,0.8929,71
-1.0,oracle,20,bookmia.07.72,casino_royale,253,13,0.0,0.0,-20.0,,0,11.148,260,1.0,123
-1.0,oracle,20,bookmia.07.73,casino_royale,247,13,0.0,0.0,-20.0,,0,11.417,260,1.0,198
-1.0,oracle,20,bookmia.07.77,casino_royale,252,13,0.0,0.0,-20.0,,0,12.224,260,1.0,191
-1.0,oracle,20,bookmia.07.80,casino_royale,263,14,0.0,0.0,-20.0,,0,13.345,280,1.0,111
-1.0,oracle,50,bookmia.00.11,1984,248,5,0.0,0.0,-50.0,,0,12.759,250,0.8564,66
-1.0,oracle,50,bookmia.00.26,1984,243,5,0.0,0.0,-50.0,,0,11.209,250,0.8626,126
-1.0,oracle,50,bookmia.00.31,1984,241,5,0.0,0.0,-50.0,,0,10.827,250,0.5526,103
-1.0,oracle,50,bookmia.00.40,1984,260,6,0.0,0.0,-50.0,,0,12.143,300,0.8971,117
-1.0,oracle,50,bookmia.00.46,1984,253,6,0.0,0.0,-50.0,,0,12.996,300,0.8178,175
-1.0,oracle,50,bookmia.00.48,1984,257,6,0.0,0.0,-50.0,,0,11.761,300,0.7512,83
-1.0,oracle,50,bookmia.00.64,1984,256,6,0.0,0.0,-50.0,,0,11.33,300,0.5346,90
-1.0,oracle,50,bookmia.00.71,1984,266,6,0.0,0.0,-50.0,,0,13.177,300,0.8404,87
-1.0,oracle,50,bookmia.01.00,a_game_of_thrones,270,6,0.0,0.0,-50.0,,0,12.193,300,0.6103,130
-1.0,oracle,50,bookmia.01.01,a_game_of_thrones,282,6,0.0,0.0,-50.0,,0,14.153,300,0.9539,154
-1.0,oracle,50,bookmia.01.02,a_game_of_thrones,266,6,0.0,0.0,-50.0,,0,12.959,300,1.0,198
-1.0,oracle,50,bookmia.01.03,a_game_of_thrones,254,6,0.0,0.0,-50.0,,0,11.2,300,0.9343,158
-1.0,oracle,50,bookmia.01.04,a_game_of_thrones,257,6,0.0,0.0,-50.0,,0,13.176,300,0.8889,127
-1.0,oracle,50,bookmia.01.07,a_game_of_thrones,258,6,0.0,0.0,-50.0,,0,12.311,300,0.9249,78
-1.0,oracle,50,bookmia.01.10,a_game_of_thrones,263,6,0.0,0.0,-50.0,,0,12.952,300,0.7426,126
-1.0,oracle,50,bookmia.01.11,a_game_of_thrones,259,6,0.0,0.0,-50.0,,0,11.588,300,0.9906,94
-1.0,oracle,50,bookmia.01.12,a_game_of_thrones,287,6,0.0,0.0,-50.0,,0,12.631,300,0.7136,63
-1.0,oracle,50,bookmia.01.14,a_game_of_thrones,262,6,0.0,0.0,-50.0,,0,12.706,300,0.7387,147
-1.0,oracle,50,bookmia.01.20,a_game_of_thrones,264,6,0.0,0.0,-50.0,,0,12.748,300,0.6601,90
-1.0,oracle,50,bookmia.01.22,a_game_of_thrones,271,6,0.0,0.0,-50.0,,0,13.176,300,0.99,88
-1.0,oracle,50,bookmia.01.23,a_game_of_thrones,253,6,0.0,0.0,-50.0,,0,11.953,300,0.8533,71
-1.0,oracle,50,bookmia.01.26,a_game_of_thrones,275,6,0.0,0.0,-50.0,,0,13.443,300,0.65,46
-1.0,oracle,50,bookmia.01.27,a_game_of_thrones,261,6,0.0,0.0,-50.0,,0,12.494,300,1.0,127
-1.0,oracle,50,bookmia.01.31,a_game_of_thrones,258,6,0.0,0.0,-50.0,,0,12.347,300,0.9949,95
-1.0,oracle,50,bookmia.01.32,a_game_of_thrones,260,6,0.0,0.0,-50.0,,0,13.242,300,0.139,25
-1.0,oracle,50,bookmia.01.33,a_game_of_thrones,271,6,0.0,0.0,-50.0,,0,14.359,300,0.8316,121
-1.0,oracle,50,bookmia.01.36,a_game_of_thrones,262,6,0.0,0.0,-50.0,,0,12.353,300,0.7143,110
-1.0,oracle,50,bookmia.01.37,a_game_of_thrones,260,6,0.0,0.0,-50.0,,0,13.578,300,0.7979,110
-1.0,oracle,50,bookmia.01.39,a_game_of_thrones,259,6,0.0,0.0,-50.0,,0,13.496,300,0.655,83
-1.0,oracle,50,bookmia.01.41,a_game_of_thrones,258,6,0.0,0.0,-50.0,,0,12.754,300,0.6602,136
-1.0,oracle,50,bookmia.01.42,a_game_of_thrones,251,6,0.0,0.0,-50.0,,0,13.57,300,0.6976,84
